,density,smiles
7146,1.412,COc1ccc(Br)cc1OC
7147,1.9,O=c1nc[nH]c2c1ccn2C1OC(CO)C(O)C1O
7148,1.385,c1ccc2oc(-c3ccc(-c4nc5ccccc5o4)s3)nc2c1
7149,0.935,CC1=CCC2(C(C)C)CC12
7150,0.945,C=C(C)C(=O)OCCN(C)C
7151,0.98,COC(=O)C1CC1
7152,0.807,CCCCCCCCCCCCCN
7153,0.867,CCc1c(C)cccc1C
7154,1.901,COP(=O)(Oc1ccccc1)OC(Br)C(Cl)(Cl)Br
7155,1.319,O=C(Cl)CCCC(=O)Cl
7156,0.588,CCN(CC)c1ccc(Cl)cc1
7157,0.965,C=CC(=O)NC(C)(C)CC(C)=O
7158,1.518,Fc1cc(F)c(F)nc1F
7159,1.333,Nc1cccc2nc3ccccc3nc12
7160,1.333,Nc1ccc2nc3ccccc3nc2c1
7161,1.444,O=[N+]([O-])c1cccc2nc3ccccc3nc12
7162,0.968,CC(C)(C)c1ccc2ccccc2c1
7163,1.142,COC(=O)Cc1cccc2ccccc12
7164,1.32,CC1(C)OC1COc1c2occc2cc2ccc(=O)oc12
7165,1.22,COC1=CC(=O)C=CC1=O
7166,0.811,CCCCCCCCCC1CCCC1
7167,0.81,CCCCCCCCCC1CCCCC1
7168,0.862,C1CCC(CCCC2CCCC2)CC1
7169,0.855,CC(CC1CCCCC1)CC1CCCCC1
7170,0.848,C=CCC(O)CC=C
7171,1.028,CC=Cc1cc(OC)c(OC)cc1OC
7172,1.082,CC=C(CC)C(=O)NC(N)=O
7173,0.847,CCCCCCCCCCCCCCCCCCS
7174,1.24,CC(=O)OC1(C)CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1
7175,1.265,C1C2CC3OC3C2CC2OC12
7176,0.92,C=C(C)c1ccc(C(C)(C)N=C=O)cc1
7177,1.274,Nc1ccccc1C(=O)c1ccc(Cl)cc1
7178,1.42,O=C1CN=C(c2ccccc2Cl)c2cc(Cl)ccc2N1
7179,1.18,CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21
7180,1.529,O=S(=O)(Cl)c1ccccc1Cl
7181,0.996,c1ccc(CN2CCCCC2)cc1
7182,1.227,COC(=O)c1cccc(Cl)c1
7183,1.355,COC(=O)c1cc(Cl)ccc1Cl
7184,1.303,O=C(Cl)C(Cl)c1ccccc1
7185,0.926,CC1(C)OCCO1
7186,1.417,CCP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1Cl
7187,0.842,CCCCCCCCCCCCCCCCS
7188,0.822,C[Si](C)(C)CCCO
7189,0.931,CCN(CC)CC1CO1
7190,0.921,OC1CCC1
7191,0.83,CCCCCCCCCCCCCCCC(C)=O
7192,1.343,Nc1ccccc1C(=O)CC(N)C(=O)O
7193,1.838,O=C(O)C(F)(F)C(F)(Cl)C(F)(F)C(F)(Cl)C(F)(F)C(F)(Cl)C(F)(F)Cl
7194,1.08,COC(=O)CCS
7195,1.64,O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)C(Cl)Cl
7196,1.08,COC1=CC(=O)C(=O)C(C(C)(C)C)=C1
7197,0.992,CCSC(=O)N(CC)CC
7198,1.239,CCSC(=O)Cl
7199,1.525,O=[N+]([O-])c1cccc2cn[nH]c12
7200,0.932,COc1cccc(C)c1C
7201,1.002,Cc1cccc(CC#N)c1
7202,1.31,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1
7203,1.063,CCC1(C(C)CC(C)C)C(=O)NC(=O)NC1=O
7204,1.352,CCOC(=O)CCCBr
7205,1.039,C=COC(=O)CCCCC(=O)OC
7206,1.355,O=C(COc1ccc(Cl)cc1Cl)OCC=CCCl
7207,1.21,N#Cc1ccnc2ccccc12
7208,1.737,O=Cc1ccc(O)c(Br)c1
7209,0.892,CC1(C)CCCC(=O)C1
7210,0.744,C=C(C)CCCCCCC
7211,1.26,CCOP(=S)(CC)Sc1ccc(Cl)cc1
7212,1.11,CCP(=S)(OC)Sc1ccc(C(C)(C)C)cc1
7213,0.892,CCCCC[Si](OC)(OC)OC
7214,0.975,NCCCOCCOCCCN
7215,0.893,C=CC(=O)OCCCCC
7216,1.56,O=S1(=O)CC(Cl)C(Cl)C1
7217,0.936,CCC(=O)CC(C)=O
7218,1.103,CCN(CC)c1nc(NC(C)C)nc(OC)n1
7219,0.919,CCCCCCC(C)C(=O)O
7220,1.567,O=C1C=CC(=O)N1c1cccc(N2C(=O)C=CC2=O)c1
7221,1.314,O=C(O)c1ccc(CO)cc1
7222,1.125,CCOC(=O)c1ccc2ccccc2c1
7223,1.125,CCOC(=O)c1cccc2ccccc12
7224,1.05,COc1ccc(N=Nc2ccc(N(C)C)cc2)cc1
7225,0.866,CCN(CC)CC#N
7226,1.366,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1ccc(Cl)cc1
7227,1.5,O=Cc1ccc(O)c([N+](=O)[O-])c1
7228,1.32,N#CSCc1ccccc1
7229,0.782,CC=C(C)C=CC=C(C)C
7230,1.537,CC(Br)CCl
7231,1.529,CC(Cl)CBr
7232,1.369,N#CC(Cl)Cl
7233,0.98,CC(C)Sc1ccccc1
7234,0.905,CCCCCC=CC=CC(=O)OCC
7235,1.16,CCN(CC)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2)cc1
7236,1.35,Nc1ccc2ccccc2c1N=Nc1ccc([N+](=O)[O-])cc1
7237,0.99,CO[Si](C)(OC)c1ccccc1
7238,1.326,O=Cc1ccc2ccc3cccc4ccc1c2c34
7239,0.871,CN(C)CCN(C)CCN(C)C
7240,1.009,CC(O)C#CC(C)O
7241,0.948,CCOO
7242,1.552,O=[N+]([O-])c1c[nH]cn1
7243,1.44,Cn1cncc1[N+](=O)[O-]
7244,1.82,Brc1nccs1
7245,0.974,OCCN1CCCCC1
7246,1.076,c1ccc(-c2ccc[nH]2)cc1
7247,1.67,Nc1cnn(-c2ccccc2)c(=O)c1Br
7248,1.006,C=CC1CC2C=CC1C2
7249,0.944,C1=CCC2CC=CC2C1
7250,1.41,Cc1ccc(NC2OCC(O)C(O)C2O)cc1
7251,0.819,CC(C)C(C)(O)C(C)C
7252,0.854,C=CC(OCC)OCC
7253,1.374,Cc1cn(C2C=CC(CO)O2)c(=O)[nH]c1=O
7254,1.534,CON(C)C(=O)Nc1ccc(Br)cc1
7255,1.61,O=[N+]([O-])c1ccc2[nH]c3c([N+](=O)[O-])cccc3c2c1
7256,1.992,O=S(=O)(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl
7257,0.975,C=CC(=O)OC1CCCCC1
7258,1.018,OCCC(O)CO
7259,1.096,CC1CC(=O)O1
7260,1.28,COP(=S)(OC)Oc1ccc(SC)cc1
7261,1.407,CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])c(Cl)c1
7262,1.256,CC(=O)Nc1ccc(Oc2ccc(NC(C)=O)cc2)cc1
7263,0.765,CC1CCCC(C)(C)C1
7264,0.772,CCCCOCCC
7265,0.721,CCCCC(C)C(C)C
7266,0.721,CCC(CC)CC(C)C
7267,0.724,CCCC(C)(CC)CC
7268,0.873,C=CC(=O)OCCCCCCCCCCCCC
7269,1.435,O=[N+]([O-])c1ccc2[nH]c3ccccc3c2c1
7270,1.028,CC(C)CCC(C)Nc1ccc(Nc2ccccc2)cc1
7271,0.928,CC(C)CCC(C)Nc1ccc(NC(C)CCC(C)C)cc1
7272,1.171,CCNC(=O)CCC(N)C(=O)O
7273,1.696,ClC(Cl)(Cl)C1CO1
7274,1.511,ClC(Cl)(Cl)CC1CO1
7275,0.906,CCCCP(=S)(CCCC)CCCC
7276,1.267,CCCCOC(C)COC(=O)COc1cc(Cl)c(Cl)cc1Cl
7277,1.103,Cc1cccc(NC=O)c1
7278,0.907,C=CCOCCC#N
7279,1.219,COCN(COC)c1nc(N(COC)COC)nc(N(COC)COC)n1
7280,1.31,CC1(C)OC2CC3C4CCC5=CC(=O)CCC5(C)C4(F)C(O)CC3(C)C2(C(=O)CCl)O1
7281,1.63,CC1OC(n2cc(F)c(=O)[nH]c2=O)C(O)C1O
7282,1.333,CC(=O)Nc1ccc2c(c1)C(=O)c1ccccc1-2
7283,1.12,Cc1cccc(NO)c1C
7284,1.12,Cc1cccc(C)c1NO
7285,1.12,Cc1ccc(C)c(NO)c1
7286,1.118,Cc1cc(O)cc(C)c1N
7287,1.15,CCOP(=S)(CC)Sc1ccccc1C
7288,0.826,CC=CC(C)=O
7289,1.051,Cc1cc(C)c(N)c(C)c1N
7290,1.032,Cc1c(C)c(N)c(C)c(C)c1N
7291,1.25,CCN(CC)CCNc1ccc(CO)c2sc3ccccc3c(=O)c12
7292,1.19,CS(=O)(=O)c1ccccc1
7293,1.392,Cc1ccc([N+](=O)[O-])c(C(=O)O)c1
7294,1.62,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O
7295,1.14,Cc1ccc(N=Nc2c(O)ccc3ccccc23)c(C)c1
7296,1.15,CSc1ccc(O)cc1C
7297,1.012,C=CC(=O)OCCOC
7298,1.09,CC(=O)CCCC(=O)O
7299,1.174,O=C(CCCCC(=O)OCC1CCC2OC2C1)OCC1CCC2OC2C1
7300,2.08,Nc1cnn(C2OC(CO)C(O)C2O)c(=O)n1
7301,1.744,BrCC1CO1
7302,1.587,O=Cc1cccc(Br)c1
7303,2.516,Brc1cc(Br)c(Br)s1
7304,2.174,Brc1cscc1Br
7305,0.926,CC(=O)C(C)(C)C(C)=O
7306,1.132,CCCCCC(=O)c1ccc(O)cc1O
7307,1.091,CC(=O)NNC(C)=O
7308,1.4,CCOP(=S)(OCC)SCSc1ccc(Cl)c(Cl)c1
7309,1.057,CCOC(=O)CCCCl
7310,1.12,COC(=O)CCCCl
7311,1.216,COc1c(O)cc2c3c1-c1ccccc1CC3N(C)CC2
7312,1.225,CC(=O)C=Cc1ccc2c(c1)OCO2
7313,1.21,O=C=Nc1cccc2c(N=C=O)cccc12
7314,1.009,CC(C)=C1OC(=O)C1(C)C
7315,1.313,CC(Cl)(Cl)CCl
7316,1.361,CN1CCc2cc3c(c4c2C1C(O)c1ccccc1-4)OCO3
7317,0.733,CCCC(CCC)CCC
7318,0.877,C=C(C)C(=O)OCCCCCCCCCC
7319,0.89,CN(C)CCCO
7320,0.899,CCO[Si](C)(CCCN)OCC
7321,1.607,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCO)ccc(NCCO)c21
7322,1.67,O=C1CC(Nc2ccc(Cl)cc2Cl)=NN1c1c(Cl)cc(Cl)cc1Cl
7323,1.821,FC(F)(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl
7324,1.019,CCOCCl
7325,0.999,C=CCC(CC=C)(C(=O)OCC)C(=O)OCC
7326,0.896,C=CN(C)C(C)=O
7327,0.89,C=CN(CC)C(C)=O
7328,1.573,CCC(Br)C(=O)OC
7329,1.183,CCOC(=O)c1cc2ccccc2o1
7330,0.91,CCc1ccco1
7331,1.092,OC1C=CCC1
7332,1.22,Cc1cccnc1-n1c(C)nc2ccccc2c1=O
7333,0.862,NCC1CCCCC1
7334,1.107,O=Cc1ccc(-c2ccccc2)cc1
7335,1.275,ClCC1CS1
7336,0.722,CCCCCCC(C)C
7337,0.954,CCCCCCc1ccccc1O
7338,0.974,Cc1cc(O)cc(C(C)C)c1
7339,0.974,Cc1cccc(C(C)C)c1O
7340,1.34,ClCC(CCl)(CCl)CCl
7341,0.808,CCC1CCNCC1
7342,0.859,CCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCC
7343,1.99,O=C1NC(=O)C(O)(O)C(=O)N1
7344,0.982,Cc1cc(C)c(O)c(C)c1C
7345,0.878,CCCN(CCC)CCO
7346,1.078,CCNC(C)Cc1cccc(C(F)(F)F)c1
7347,1.178,CCCSP(C)(=S)Oc1ccccc1
7348,0.824,C=C(C)CCC(C)=O
7349,1.61,O=[N+]([O-])c1ccc2[nH]c3ccc([N+](=O)[O-])cc3c2c1
7350,1.173,CCCOP(=S)(OCCC)OP(=S)(OCCC)OCCC
7351,1.208,CCOP(=O)(OCC)C(SCC)(P(=O)(OCC)OCC)P(=O)(OCC)OCC
7352,1.25,CCCOP(=S)(OCCC)Oc1ccc(S(C)=O)cc1
7353,1.228,Cc1c(O)cccc1Cl
7354,1.36,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)C(OC=O)CC65O)C4)OC3C)OC2C)CC(O)C1O
7355,0.93,Cc1ccc(CCN)cc1
7356,0.984,CSCCC=O
7357,1.339,N#CSCCl
7358,1.886,Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2
7359,1.3,O=NN1CC=CCO1
7360,1.659,O=C(O)C(Cl)(Cl)CCl
7361,1.336,CCOP(=O)(OCC)Oc1ccc(Cl)cc1Cl
7362,0.965,CC(c1ccccc1)C(C)(C)O
7363,1.008,CC(C)(C)C(=O)Cl
7364,1.268,CC(=C(CCOC(=O)C(C)C)SSC(CCOC(=O)C(C)C)=C(C)N(C=O)Cc1cnc(C)nc1N)N(C=O)Cc1cnc(C)nc1N
7365,0.972,CCOC(=O)C1CCCCC1
7366,1.06,C=C(C)C(=O)OCC(CC)(COC(=O)C(=C)C)COC(=O)C(=C)C
7367,1.977,OCC(CO)(CBr)CBr
7368,1.292,COP(=S)(Oc1ccc([N+](=O)[O-])c(C)c1)OC(C)C
7369,1.302,COP(=O)(OC)OC(C)=CC(=O)OCc1ccc(Cl)cc1
7370,1.137,CCOP(=O)(OCC)OC(C)=CSC
7371,1.35,COP(=O)(OC)Sc1ccc(Cl)cc1
7372,1.63,O=C(NCCCl)Nc1ncc([N+](=O)[O-])s1
7373,0.858,C1CCC(CCC2CCCCC2)CC1
7374,1.284,C=C(OP(=O)(OC)OC)P(=O)(OC)OC
7375,0.834,C=CC(C)(O)CC(C)C
7376,1.607,FC(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F
7377,0.923,CC(C)(C#N)C(C)(C)C#N
7378,1.35,O=c1oc2cc(-n3nc4ccc5ccccc5c4n3)ccc2cc1-c1ccccc1
7379,1.418,COC(=O)NS(=O)(=O)c1ccc(N)cc1
7380,1.161,CN(C)CCNc1ncnc2ccccc12
7381,1.208,Cc1c2ccccc2nc2c1ccc1ccccc12
7382,1.273,CCOC(=O)CC(SP(=O)(OC)SC)C(=O)OCC
7383,1.368,COP(=O)(Oc1ccc([N+](=O)[O-])c(C)c1)SC
7384,1.65,N#Cc1sc2c(=O)c3ccccc3c(=O)c=2sc1C#N
7385,1.109,Cc1cc(-c2ccccc2)[nH]n1
7386,1.065,CC(C)=CC(=O)Cl
7387,1.164,Cc1cccc2c1ccc1c3ccccc3ccc21
7388,0.86,CCCCCCCCCCCC(=O)N(CC)CC
7389,0.818,CC1(C)COC(C)(C)C1
7390,0.983,OCCCCc1ccccc1
7391,1.21,Clc1ccc(N=Nc2ccc(NCCCN3CCCCC3)c3c2CCCC3)cc1
7392,1.78,ClC1=C(Cl)C2(Cl)C3COCC3C1(Cl)C2(Cl)Cl
7393,1.142,CC(O)CN1CC(C)OC1=O
7394,1.173,CCC(COc1ccc(C(C)(C)C)cc1)OS(=O)Oc1ccccc1C
7395,1.169,CCCCC(C)Br
7396,1.169,CCCC(Br)CC
7397,1.4,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1
7398,1.106,ClCCCOc1ccccc1
7399,1.33,CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1
7400,0.95,NC1CCCC(N)C1
7401,1.034,CO[Si](CCC1CCC2OC2C1)(OC)OC
7402,1.82,ClC1=C(Cl)C2(Cl)C=CC1(Cl)C2(Cl)Cl
7403,1.23,CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1
7404,0.915,O=C1CCCCCCCCCOCCCCCO1
7405,0.834,C=CC(O)CCCCC
7406,1.8,Brc1ccc(Sc2ccc(Br)cc2)cc1
7407,1.53,COC(=O)CCBr
7408,1.024,CCCCCCCCCCCCCCCCCC(=O)NC(CCC(=O)O)C(=O)O
7409,1.053,O=C(O)C1CCCC1
7410,0.719,C=CC(CC)CCC
7411,0.711,CCC=C(C)CC
7412,0.704,C=C(C)C(C)CC
7413,0.705,C=CC(C)(C)CC
7414,0.72,C=CC(C)(C)CCC
7415,0.777,CCCCN(C)CCCC
7416,1.42,FC(F)(F)c1cccc(OCC2CNC(=S)O2)c1
7417,2.12,OCC1OC(n2cnc3c(NO)ncnc32)C(O)C1O
7418,1.306,Cc1ccc2cc3c(c4c2c1CC4)C1OC1c1ccccc1-3
7419,1.161,Cc1cccc(C)c1NC(=O)CN1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1
7420,1.07,CCOc1ccc(N=O)cc1
7421,1.88,ClC(Cl)=C1C(Cl)(Cl)C(Cl)=C(Cl)C1(Cl)Cl
7422,1.402,ClC(Cl)=C(c1ccc(Cl)cc1)c1ccccc1Cl
7423,1.143,COc1ccc(C(N)=O)cc1
7424,0.905,CCC(C)(C)OO
7425,2.079,Ic1cccs1
7426,1.031,Cc1ccncn1
7427,1.143,O=C1CCCN1CCO
7428,0.952,CC(C)c1ccc(C(C)(C)O)cc1
7429,0.792,C=CCCCCCCCCCCCCCCCCCC
7430,0.758,C#CCCCCCCC
7431,0.824,CC(CCO)CC(C)(C)C
7432,0.892,C=Cc1ccc(CC)cc1
7433,2.374,O=[N+]([O-])c1cc(Br)ccc1Br
7434,1.23,CC(=NNC(=O)c1ccncc1)c1ccco1
7435,3.44,[O-][n+]1onc2c1c1no[n+]([O-])c1c1no[n+]([O-])c21
7436,1.045,c1ccc2c(c1)NCCN2
7437,1.188,CC1CCCCN1CCCOC(=O)c1ccc(Cl)c(Cl)c1
7438,1.655,Nc1c(Cl)c(Cl)cc(Cl)c1Cl
7439,1.302,OC(CS)C(O)CS
7440,1.12,C#CCOS(=O)OC(CC)COc1ccc(C(C)(C)CC)cc1
7441,0.905,C=CCCCC=CCOC(C)=O
7442,0.99,CCCCCCCCCCCCCCCCCBr
7443,0.932,C=CCC(C(C)=O)C(C)=O
7444,0.712,CCC[Si](C)(C)C
7445,1.396,Fc1cc(F)nc(F)c1
7446,1.64,O=S(=O)(Cl)CCl
7447,1.42,CC1=NN(c2ccccc2)C(=O)C1N=Nc1ccc(-c2ccc(N=NC3C(=O)N(c4ccccc4)N=C3C)c(Cl)c2)cc1Cl
7448,0.833,C=CCC(O)CCC
7449,1.179,C=CC(=O)OCC(CO)(COC(=O)C=C)COC(=O)C=C
7450,0.799,C=CCC1CCCC1
7451,0.824,CCCCC(CC)CCO
7452,1.708,Nc1c(Cl)cc([N+](=O)[O-])cc1[N+](=O)[O-]
7453,1.23,Nc1cc[n+]([O-])cc1
7454,1.073,OCC(Cc1ccccc1)c1ccccc1
7455,0.98,CCCC(=O)NN
7456,1.12,N#CCc1ccc(N)cc1
7457,1.175,CC(C)NNC(=O)COc1ccc(Cl)cc1
7458,1.536,O=C(O)CCC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1
7459,1.11,CC(C)CCCC(C)C1CCC2C3CC=C4CC(OC(=O)Cc5ccc(N(CCCl)CCCl)cc5)CCC4(C)C3CCC12C
7460,1.195,CC(c1ccc(Cl)cc1)c1ccc(Cl)cc1
7461,0.928,CCCCCCCCSCCO
7462,1.05,S=C=NC(c1ccccc1)c1ccccc1
7463,0.938,COCCc1ccccc1
7464,1.084,c1ccc(-c2cccc(-c3ccccc3)n2)cc1
7465,1.249,COc1ccc(C(=O)CCC(=O)O)c2ccccc12
7466,1.15,CNC(=O)Oc1cccc(C(C)C)c1Cl
7467,1.43,COP(=O)(OC)C(OC(C)=O)=C(Cl)Cl
7468,1.138,CCC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2
7469,1.428,CCOP(=O)(OC=C(Cl)Cl)OCCCl
7470,1.033,CCCCCCCCS(=O)CCCCl
7471,1.05,CC1(NC(N)=O)CCCC1
7472,1.041,CCCCNCC1COc2cccc(OCC)c2O1
7473,1.612,O=CNNc1nc(-c2ccc([N+](=O)[O-])o2)cs1
7474,1.426,CS(=O)(=O)c1ccc(CN(CCO)C(=O)C(Cl)Cl)cc1
7475,1.19,C=CCSC1=NCCS1
7476,1.314,Cc1ccc(S(=O)(=O)Nc2nnc(CC(C)C)s2)cc1
7477,1.429,O=C(C(Cl)Cl)N(CCO)Cc1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1
7478,1.709,Nc1ccc(S(=O)(=O)O)cc1C(=O)O
7479,1.179,CCOC(=O)C(CC(C)C)NC(=O)C(Cc1ccc(N(CCCl)CCCl)cc1)NC(C)=O
7480,1.31,COc1cc(C#N)ccc1OP(=S)(OC)OC
7481,1.081,Cc1ncsc1C
7482,1.291,ClCC1OC1CCl
7483,1.89,ClC(=Nc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(Cl)(Cl)Cl
7484,1.158,Nc1cccc(Oc2ccccc2)c1
7485,1.045,Cc1cccc(Oc2ccccc2)c1
7486,1.316,O=[N+]([O-])c1ccc2cc3ccccc3cc2c1
7487,1.093,OCc1ccc(-c2ccccc2)cc1
7488,1.092,CC(C)(C)C1=CC(=O)C=CC1=O
7489,1.22,CC(C(O)CCC(C)(C)O)C1CCC2(O)C3=CC(=O)C4CC(O)C(O)CC4(C)C3CCC12C
7490,1.416,Nc1cccc2c(Cl)ccc(Cl)c12
7491,0.904,CC(C)(C)c1ccc2c(c1)C(C)(C)CC2
7492,1.712,ClC(Cl)(Cl)CC(Cl)(Cl)Cl
7493,1.032,COCCOCCOCCOC(C)=O
7494,1.672,FC(F)(F)c1nc2c(Cl)c(Cl)ccc2[nH]1
7495,0.883,CCOC(CN(C)C)OCC
7496,0.884,CCOC(CN(CC)CC)OCC
7497,1.55,COc1cc(N=Nc2c(Br)cc([N+](=O)[O-])cc2[N+](=O)[O-])c(NC(C)=O)cc1N(CCOC(C)=O)CCOC(C)=O
7498,0.845,C=COCCN(C)C
7499,1.15,CCCCNS(=O)(=O)c1ccccc1
7500,1.52,O=C(O)c1cc(N=Nc2ccc(-c3ccc(N=Nc4ccc(N=Nc5ccc(O)c(C(=O)O)c5)c5cc(S(=O)(=O)O)ccc45)cc3)cc2)ccc1O
7501,1.11,O=C=NCc1cccc(CN=C=O)c1
7502,0.933,OCC1CCCC1
7503,1.052,C=C[N+](=O)[O-]
7504,1.375,COc1ccc(CC(N)C(=O)O)cc1C(=O)O
7505,0.997,CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC
7506,1.5,CN1CN(CC(=O)O)CSC1=S
7507,1.328,CCCCOC(=O)C(Cl)(Cl)Cl
7508,1.3,CCOP(=S)(OCC)SC1CCOC1=O
7509,1.219,O=C(C=Cc1ccccc1)NO
7510,1.135,CN1CCC(c2c[nH]c3ccccc23)C1
7511,1.536,Fc1ccc2nc(C(F)(F)F)[nH]c2c1
7512,1.83,FC(F)(F)c1nc2cc(Br)ccc2[nH]1
7513,1.52,N#Cc1ccc2[nH]c(C(F)(F)F)nc2c1
7514,1.536,Nc1ccc2nc(C(F)(F)F)[nH]c2c1
7515,1.24,CC(C)(C)c1ccc2nc(C(F)(F)F)[nH]c2c1
7516,1.255,O=C(Nc1ccc2c(c1)Cc1ccccc1-2)c1ccccc1
7517,1.788,CCOC(=O)C(Br)CBr
7518,1.082,CCc1cc2ccccc2c2ccccc12
7519,1.015,O=CC=CC=O
7520,2.197,CCC(Br)(Br)CBr
7521,1.15,Cc1ccnc(Cl)c1
7522,1.212,C=CS(C)(=O)=O
7523,1.303,CS(=O)C(C)(C)C(=O)O
7524,1.555,O=c1[nH][nH]c(=O)c2cc([N+](=O)[O-])ccc12
7525,1.019,C=C(C)C(=O)OCCc1ccccc1
7526,1.522,CS(=O)(=O)Oc1ccc(Cl)cc1Cl
7527,0.86,CCCCC(CC)CNCC(C)(N)CNCC(CC)CCCC
7528,1.16,S=C=NCCN=C=S
7529,1.36,COc1ccc2c3c1OC1C(OC(=O)c4cccnc4)C=CC4C(C2)N(C)CCC341
7530,1.365,CNC(=O)c1ccc(Cl)c(S(=O)(=O)NC)c1
7531,1.256,CCOP(=S)(OCC)OP(=S)(OCC)OCC
7532,1.25,CCOC(=O)C(SP(=O)(OC)OC)c1ccccc1
7533,1.67,O=C(NN=CC(O)C1OC(=O)C(O)C1O)c1ccncc1
7534,1.095,CCOC(=O)C1(c2ccccc2)CCN(CCOCc2ccccc2)CC1
7535,1.283,Nc1ccc2oc3ccccc3c2c1
7536,1.446,Nc1cccc([N+](=O)[O-])c1N
7537,1.239,COC(=O)C(C#N)=Cc1ccco1
7538,1.141,CCc1c2ccccc2cc2c1ccc1ccccc12
7539,1.729,O=[N+]([O-])c1cc([N+](=O)[O-])c(Cl)cc1Cl
7540,0.839,CCCCCCCCSCC
7541,1.12,Clc1ccc(C(OCCN2CCCCC2)c2ccccc2)cc1
7542,0.73,C=CCCCCC=C
7543,0.867,CCN(O)CC
7544,1.047,O=C(O)C1CCC1
7545,1.268,COc1cc(OC)c2c(=O)c3cc(OC)ccc3oc2c1
7546,1.027,CC=CC(=O)O
7547,0.752,CC1CCC(C)C(C)C1C
7548,0.821,CC(C)CCC(C)(C)O
7549,1.049,NCc1ccccn1
7550,1.062,NCc1cccnc1
7551,1.065,NCc1ccncc1
7552,1.115,OCCOCCN1CCN(C(c2ccccc2)c2ccccc2)CC1
7553,1.47,COP(=S)(OC)SCSc1cc(Cl)ccc1Cl
7554,1.127,CCN(CC)CCSC(=O)N(c1ccccc1)c1ccccc1
7555,1.119,CSC(=S)N(C)C
7556,1.26,CC(Cc1ccccc1)NCCn1cnc2c1c(=O)n(C)c(=O)n2C
7557,1.6,O=Cc1c(O)cc2c(c1O)C(=O)c1ccccc1C2=O
7558,1.32,O=C1C(CCSc2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1
7559,1.059,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C
7560,1.115,CC(C)OC(=O)c1cncc(C(=O)OC(C)C)c1
7561,1.79,O=S1(=O)CC(Cl)(Cl)C(Cl)(Cl)C1
7562,1.407,O=C(O)Cc1ccccc1[N+](=O)[O-]
7563,1.363,Clc1cc(Cl)nc(-c2ccccc2)n1
7564,1.354,O=[N+]([O-])c1ccnc2ccccc12
7565,1.426,O=S1OCCO1
7566,0.967,CC(=O)CCC(=O)OCC(C)C
7567,0.918,CC1(O)CCCCCC1
7568,1.641,Clc1cc(Cl)nc(Cl)n1
7569,1.233,C#CC(C)N(C)C(=O)Nc1ccc(Cl)cc1
7570,1.023,CCC(C)c1ccccc1OC(=O)NC
7571,0.951,CC1CCCNC1=O
7572,0.703,C=CCC(C)CC
7573,1.155,CC(C)(Oc1ccc(C2CCCc3ccccc32)cc1)C(=O)O
7574,1.073,CCCC(c1cc(C)cc(C)c1O)c1cc(C)cc(C)c1O
7575,0.99,CC(C)N1CCCC1=O
7576,1.324,CCOP(=S)(OCC)SCSCSP(=S)(OCC)OCC
7577,1.622,Nc1nnc(-c2ccc([N+](=O)[O-])o2)o1
7578,1.33,O=P1(NCCCl)OCCCN1CCCl
7579,1.551,O=CC(Cl)=C(Cl)Cl
7580,0.79,CC(C)CC1CCCC1
7581,1.276,FC(F)(F)c1cccnc1
7582,1.357,O=[N+]([O-])c1ccc2cccc3c2c1CC3
7583,1.627,O=C(O)Cn1c(=O)sc2cccc(Cl)c21
